seqnames	start	end	width	strand	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	context	direction	pValue	regionType
chr1	48553	48602	50	*	93	140	0.664285714285714	81	179	0.452513966480447	6	CHH	-1	0.000377731430156669	loss
chr1	93803	93852	50	*	25	321	0.0778816199376947	47	176	0.267045454545455	12	CHH	1	4.14562736051764e-07	gain
chr1	353353	353402	50	*	96	172	0.558139534883721	70	206	0.339805825242718	8	CHH	-1	8.64154682079512e-05	loss
chr1	389903	389952	50	*	55	76	0.723684210526316	68	120	0.566666666666667	3	CHH	-1	0.0342492167119338	loss
chr1	427603	427652	50	*	43	120	0.358333333333333	67	130	0.515384615384615	6	CHH	1	0.0164298927390203	gain
chr1	492903	493002	100	*	181	758	0.238786279683377	425	1086	0.39134438305709	27	CHH	1	1.96606291926553e-10	gain
chr1	503503	503552	50	*	92	166	0.55421686746988	116	152	0.763157894736842	7	CHH	1	0.000226544891760805	gain
chr1	583703	583752	50	*	77	309	0.249190938511327	13	443	0.0293453724604966	11	CHH	-1	7.60335958189785e-18	loss
chr1	595403	595452	50	*	90	193	0.466321243523316	150	226	0.663716814159292	14	CHH	1	0.000130944865770021	gain
chr1	637303	637452	150	*	191	526	0.363117870722433	363	681	0.533039647577093	23	CHH	1	8.16015137036941e-08	gain
chr1	652903	652952	50	*	89	270	0.32962962962963	166	341	0.486803519061584	17	CHH	1	0.000235919808563715	gain
chr1	655903	655952	50	*	65	83	0.783132530120482	59	95	0.621052631578947	4	CHH	-1	0.0233132779880929	loss
chr1	675153	675202	50	*	60	162	0.37037037037037	60	306	0.196078431372549	9	CHH	-1	0.000148127402969556	loss
chr1	719803	719852	50	*	67	278	0.241007194244604	150	366	0.409836065573771	14	CHH	1	2.96655355147563e-05	gain
chr1	725653	725702	50	*	45	116	0.387931034482759	20	100	0.2	11	CHH	-1	0.00381627035984644	loss
chr1	730403	730452	50	*	130	261	0.498084291187739	115	335	0.343283582089552	11	CHH	-1	0.000335905380649545	loss
chr1	745153	745252	100	*	103	352	0.292613636363636	268	521	0.514395393474088	22	CHH	1	2.0989893903946e-09	gain
chr1	748103	748152	50	*	56	71	0.788732394366197	86	148	0.581081081081081	5	CHH	-1	0.00336571587654526	loss
chr1	754703	754752	50	*	53	130	0.407692307692308	93	166	0.560240963855422	5	CHH	1	0.0112901289902062	gain
